"V1","V2","V3","V4","V5","V6"
"1290014","5","08:29:22","5","08:59:36","bus"
"1290015","5","08:59:36","5","09:10:14","walk"
"1290016","5","12:36:35","5","13:00:36","bus"
"1360001","4","22:15:03","4","22:18:42","walk"
"1360002","5","08:22:39","5","08:27:00","walk"
"1360003","5","19:01:39","5","19:05:43","walk"
"1360004","7","09:00:09","7","09:03:13","walk"
"1360005","7","11:56:03","7","12:00:22","walk"
"1360006","7","15:07:10","7","15:08:08","walk"
"1360007","7","15:12:54","7","15:28:12","walk"
"1380001","3","20:48:49","3","21:05:25","bike"
"1380002","4","21:49:09","4","21:54:37","bike"
"1380003","4","21:49:09","4","22:10:34","bike"
"1380004","4","22:14:35","4","22:35:50","bike"
"1380005","5","12:00:24","5","12:13:43","walk"
"1380006","5","15:33:49","5","17:00:01","walk"
"1380007","6","13:00:23","6","13:52:58","walk"
"1380008","6","14:37:13","6","15:32:01","walk"
"1380009","6","15:48:32","6","16:16:51","walk"
"1380010","6","17:00:05","6","17:11:57","walk"
"1380011","6","18:16:20","6","18:28:27","bike"
"1380012","1","08:00:04","1","08:04:27","walk"
"1380013","2","08:14:40","2","08:22:03","bike"
"1380014","3","19:00:58","3","19:13:15","walk"
"1380015","3","19:47:09","3","19:54:45","walk"
"1380016","3","19:57:27","3","20:10:55","bus"
"1380017","3","20:42:22","3","22:25:41","walk"
"1380018","4","09:12:44","4","09:39:22","bike"
"1380019","1","08:52:39","1","09:12:41","bike"
"1380020","5","08:00:28","5","08:14:47","walk"
"1380021","5","08:16:10","5","08:36:47","bike"
"1380022","5","08:55:18","5","09:06:30","bike"
"1380023","2","08:27:59","2","08:34:34","bike"
"1380024","2","17:48:19","2","18:03:49","bike"
"1380025","2","18:16:51","2","18:34:43","bike"
"1380026","2","19:15:29","2","19:31:06","walk"
"1380027","2","19:31:21","2","19:43:49","bike"
"1380028","4","06:46:28","4","07:00:15","bike"
"1380029","4","07:01:07","4","07:06:19","walk"
"1380030","4","18:05:44","4","18:30:44","walk"
"1380031","4","19:23:03","4","19:35:06","walk"
"1380032","4","20:38:08","4","20:51:31","walk"
"1380033","4","21:26:38","4","21:35:58","walk"
"1380034","2","19:18:35","2","19:32:33","bike"
"1380035","3","07:07:53","3","07:27:28","bike"
"1380036","3","19:37:44","3","20:01:14","walk"
"1380037","3","20:35:00","3","21:02:17","walk"
"1390001","1","14:15:54","1","14:18:58","bus"
"1390002","1","15:21:04","1","15:34:10","walk"
"1390003","2","14:41:21","2","14:48:20","walk"
"1390004","2","15:07:56","2","15:30:07","taxi"
"1390005","2","15:30:07","2","15:56:28","walk"
"1390006","2","21:24:53","2","21:25:58","taxi"
"1390007","2","21:25:58","2","21:59:06","walk"
"1390008","2","21:59:06","2","22:05:45","taxi"
"1390009","3","12:13:52","3","12:24:49","walk"
"1390010","3","12:27:17","3","12:41:25","taxi"
"1390011","3","12:42:44","3","13:49:52","walk"
"1390012","3","13:56:19","3","14:17:15","bus"
"1390013","3","18:02:30","3","18:04:45","walk"
"1390014","3","18:38:54","3","18:57:54","walk"
"1390015","5","06:45:02","5","06:54:40","bus"
"1390016","5","07:30:06","5","07:35:00","walk"
"1390017","5","07:44:47","5","07:58:49","walk"
"1390018","4","11:52:00","4","12:19:00","bike"
"1390019","4","13:21:58","4","13:55:47","bike"
"1390020","5","07:42:03","5","07:45:21","bike"
"1390021","5","21:43:45","5","21:55:00","bus"
"1390022","3","07:35:51","3","07:43:45","bike"
"1390023","4","21:43:58","4","21:55:00","bike"
"1390024","5","07:31:10","5","07:38:47","bike"
"1390025","5","10:38:54","5","10:48:13","bike"
"1390026","6","07:24:11","6","07:46:27","bike"
"1390027","6","10:59:03","6","11:11:36","bike"
"1390028","6","11:56:33","6","12:28:46","walk"
"1390029","2","21:25:15","2","21:45:18","walk"
"1390030","3","14:58:04","3","18:54:19","walk"
"1390031","4","06:02:34","4","10:48:33","car"
"1390032","4","10:54:14","4","14:17:45","walk"
"1390033","6","07:41:11","6","21:29:54","bike"
"1390034","7","14:12:23","7","17:07:34","walk"
"1390035","7","17:08:55","7","17:22:29","bus"
"1390036","7","17:25:15","7","17:41:43","walk"
"1390037","1","07:42:34","1","21:51:04","bike"
"1390038","2","07:26:41","2","07:40:32","bike"
"1410001","1","17:12:57","1","18:58:37","walk"
"1410002","2","07:15:21","2","08:10:59","walk"
"1410003","2","18:40:33","2","18:47:28","walk"
"1410004","2","18:47:29","2","19:01:06","subway"
"1410005","2","19:01:07","2","19:07:08","walk"
"1410006","3","07:30:53","3","07:51:40","walk"
"1410007","5","17:09:34","5","18:01:01","walk"
"1410008","5","18:01:02","5","18:24:52","subway"
"1410009","5","18:24:53","5","19:25:59","walk"
"1410010","6","11:16:21","6","11:35:32","walk"
"1410011","6","11:35:33","6","11:47:21","bus"
"1410012","6","11:47:22","6","13:23:44","walk"
"1410013","6","13:23:45","6","13:46:56","subway"
"1410014","6","13:46:57","6","13:55:43","walk"
"1410015","1","07:15:51","1","07:56:55","walk"
"1410016","4","07:15:58","4","08:00:18","walk"
"1410017","4","17:13:51","4","17:22:14","walk"
"1410018","4","17:22:15","4","17:35:03","subway"
"1410019","4","17:35:04","4","17:49:28","walk"
"1410020","5","16:51:52","5","18:44:56","walk"
"1410021","5","18:44:57","5","18:51:20","bus"
"1410022","5","18:51:21","5","19:34:49","walk"
"1410023","6","12:00:22","6","12:21:31","walk"
"1410024","6","12:21:32","6","12:52:45","subway"
"1410025","6","12:52:46","6","15:03:57","walk"
"1410026","6","15:03:58","6","15:18:53","bus"
"1410027","6","15:18:54","6","15:26:21","walk"
"1410028","6","15:26:22","6","16:00:33","bus"
"1410029","6","16:00:34","6","16:10:46","walk"
"1410030","7","18:07:34","7","18:20:45","walk"
"1410031","7","18:20:46","7","18:23:25","subway"
"1410032","7","18:23:26","7","18:37:33","walk"
"1410033","6","17:25:33","6","17:28:24","walk"
"1410034","6","17:28:25","6","17:37:00","bus"
"1410035","6","17:37:01","6","17:41:54","walk"
"1410036","7","15:20:58","7","15:28:25","walk"
"1410037","7","15:28:26","7","15:41:13","bus"
"1410038","7","15:41:14","7","17:12:56","walk"
"1410039","1","07:13:52","1","07:48:21","walk"
"1410040","5","17:22:03","5","17:30:02","walk"
"1410041","5","17:30:03","5","17:44:58","bus"
"1410042","5","17:44:59","5","17:53:37","walk"
"1410043","6","12:34:51","6","12:38:18","walk"
"1410044","6","12:38:19","6","12:48:26","bus"
"1410045","6","12:48:27","6","13:27:39","walk"
"1410046","6","13:27:40","6","13:36:43","bus"
"1410047","6","13:36:44","6","13:44:10","walk"
"1410048","7","14:07:45","7","14:13:04","walk"
"1410049","7","14:13:05","7","14:42:52","subway"
"1410050","7","14:42:53","7","18:24:13","walk"
"1410051","7","18:24:14","7","18:47:18","subway"
"1410052","7","18:47:19","7","18:55:33","walk"
"1410053","1","07:14:03","1","07:47:19","walk"
"1410054","1","19:34:03","1","20:02:09","walk"
"1410055","1","20:02:10","1","20:06:41","bus"
"1410056","1","20:06:42","1","20:13:50","walk"
"1410057","2","07:15:25","2","07:43:33","walk"
"1410058","2","19:08:51","2","19:17:26","bus"
"1410059","2","19:17:27","2","19:24:28","walk"
"1410060","3","07:09:39","3","07:12:26","walk"
"1410061","3","07:12:27","3","07:24:18","bus"
"1410062","3","07:24:19","3","07:33:02","walk"
"1410063","3","17:20:28","3","17:49:47","bus"
"1410064","3","17:49:48","3","18:26:24","walk"
"1410065","3","18:26:25","3","18:32:32","bus"
"1410066","3","18:32:33","3","18:42:41","walk"
"1410067","4","07:10:57","4","07:45:16","walk"
"1410068","4","17:45:47","4","19:41:22","walk"
"1410069","6","07:17:27","6","07:52:50","walk"
"1410070","6","15:30:33","6","17:45:17","walk"
"1410071","6","17:45:18","6","18:05:03","subway"
"1410072","6","18:05:04","6","18:30:43","walk"
"1410073","7","07:46:21","7","07:54:20","walk"
"1410074","7","07:54:21","7","08:04:28","bus"
"1410075","7","08:04:29","7","08:13:38","walk"
"1410076","7","18:23:51","7","18:29:35","walk"
"1410077","7","18:29:36","7","18:37:27","bus"
"1410078","7","18:37:28","7","18:46:43","walk"
"1410079","1","07:19:33","1","07:56:36","walk"
"1410080","1","17:46:11","1","17:55:46","walk"
"1410081","1","17:55:47","1","18:12:34","bus"
"1410082","1","18:12:35","1","21:06:35","walk"
"1410083","1","21:06:36","1","21:08:59","subway"
"1410084","1","21:09:00","1","21:29:08","walk"
"1410085","2","07:55:51","2","08:09:34","bus"
"1410086","2","08:09:35","2","08:17:50","walk"
"1410087","2","18:43:23","2","18:55:14","bus"
"1410088","2","18:55:15","2","19:01:43","walk"
"1410089","3","18:47:33","3","18:53:00","walk"
"1410090","3","18:53:01","3","19:02:52","bus"
"1410091","3","19:02:53","3","19:10:09","walk"
"1410092","4","08:10:41","4","08:24:48","bus"
"1410093","4","08:24:49","4","08:31:55","walk"
"1410094","5","07:12:51","5","07:49:51","walk"
"1410095","6","10:18:03","6","12:05:48","walk"
"1410096","6","12:05:49","6","12:50:36","bus"
"1410097","6","12:50:37","6","15:05:00","walk"
"1410098","6","15:05:01","6","15:47:40","bus"
"1410099","6","15:47:41","6","16:47:40","walk"
"1410100","7","07:10:58","7","07:44:01","walk"
"1410101","7","07:44:02","7","09:26:43","bus"
"1410102","7","09:26:44","7","11:00:42","walk"
"1410103","7","11:00:43","7","11:38:30","bus"
"1440001","4","08:09:43","4","09:00:00","car"
"1440002","5","07:00:34","5","07:13:38","walk"
"1440003","6","08:58:39","6","16:30:29","car"
"1440004","6","09:25:09","6","10:02:55","car"
"1440005","7","13:37:07","7","19:37:47","car"
"1440006","1","17:18:17","1","17:27:14","walk"
"1440007","6","14:02:34","6","16:26:22","car"
"1440008","7","08:56:26","7","12:31:15","walk"
"1440009","2","09:41:45","2","09:47:38","car"
"1470001","4","18:57:34","4","19:05:59","bus"
"1470002","4","19:05:59","4","19:12:39","walk"
"1470003","4","19:35:59","4","19:46:44","walk"
"1470004","5","08:35:54","5","08:46:34","bus"
"1470005","5","08:46:34","5","08:58:54","walk"
"1470006","5","19:59:55","5","20:04:05","walk"
"1470007","5","20:16:15","5","20:30:45","bus"
"1470008","1","08:46:01","1","08:57:51","bus"
"1470009","1","08:57:51","1","09:00:31","walk"
"1470010","1","18:54:18","1","19:00:28","bus"
"1470011","1","19:00:28","1","19:07:03","walk"
"1470012","2","08:41:02","2","08:47:57","walk"
"1470013","2","08:47:57","2","09:02:37","bus"
"1470014","2","09:02:37","2","09:08:27","walk"
"1470015","2","21:35:45","2","21:44:15","walk"
"1470016","2","21:44:15","2","21:50:40","bus"
"1470017","2","21:50:40","2","22:01:25","walk"
"1470018","3","08:56:29","3","09:05:09","walk"
"1470019","3","09:05:09","3","09:24:49","bus"
"1470020","3","09:24:49","3","09:29:34","walk"
"1470021","4","21:09:05","4","21:14:20","walk"
"1470022","4","21:14:25","4","21:30:25","bus"
"1470023","4","21:30:30","4","21:38:10","walk"
"1470024","5","09:08:53","5","09:11:38","walk"
"1470025","5","09:11:43","5","09:24:40","bus"
"1470026","5","09:24:45","5","09:30:40","walk"
"1470027","6","18:52:08","6","18:56:43","bus"
"1470028","6","18:56:48","6","19:07:18","walk"
"1470029","7","10:35:30","7","11:08:40","bus"
"1470030","7","14:10:15","7","14:24:25","walk"
"1470031","7","14:24:30","7","14:56:35","bus"
"1470032","7","14:56:40","7","15:08:00","walk"
"1470033","7","15:08:05","7","15:13:10","bus"
"1470034","7","15:13:15","7","15:20:25","walk"
"1470035","7","19:18:33","7","19:42:54","walk"
"1470036","7","19:42:59","7","19:47:29","bus"
"1470037","7","19:47:34","7","20:08:04","walk"
"1470038","1","09:01:37","1","09:13:47","walk"
"1470039","1","09:13:53","1","09:28:37","bus"
"1470040","1","09:28:42","1","09:34:22","walk"
"1470041","1","19:04:27","1","19:19:37","bus"
"1470042","1","19:19:42","1","19:22:02","walk"
"1470043","2","08:51:24","2","08:55:24","walk"
"1470044","2","08:55:29","2","09:04:14","bus"
"1470045","2","09:04:19","2","09:11:09","walk"
"1470046","2","18:20:10","2","18:30:15","walk"
"1470047","2","18:46:35","2","18:53:50","walk"
"1470048","3","09:01:05","3","09:09:57","walk"
"1470049","3","09:10:02","3","09:19:42","bus"
"1470050","3","09:19:47","3","09:23:42","walk"
"1470051","3","19:00:01","3","19:34:53","bus"
"1470052","3","19:34:58","3","19:38:13","walk"
"1470053","4","08:53:51","4","08:57:36","walk"
"1470054","4","08:57:41","4","09:05:52","bus"
"1470055","4","09:05:57","4","09:09:02","walk"
"1470056","4","18:44:34","4","18:58:44","walk"
"1470057","4","18:58:49","4","19:05:19","bus"
"1470058","4","19:05:24","4","19:25:24","walk"
"1470059","5","08:54:36","5","08:56:01","walk"
"1470060","5","08:56:06","5","09:05:01","bus"
"1470061","5","09:05:06","5","09:11:31","walk"
"1470062","7","09:35:16","7","09:48:43","walk"
"1470063","7","09:48:48","7","09:57:38","bus"
"1470064","7","09:57:43","7","10:01:33","walk"
"1470065","7","18:44:39","7","18:51:19","walk"
"1470066","7","18:51:24","7","18:56:24","bus"
"1470067","7","18:56:29","7","19:04:29","walk"
"1470068","1","09:14:37","1","09:33:07","walk"
"1470069","1","09:33:12","1","09:42:17","bus"
"1470070","1","09:42:22","1","09:47:17","walk"
"1470071","1","18:31:25","1","18:40:10","walk"
"1470072","1","18:40:15","1","18:48:25","bus"
"1470073","1","18:48:30","1","19:02:25","walk"
"1470074","2","08:55:10","2","09:05:10","walk"
"1470075","2","09:05:15","2","09:16:25","bus"
"1470076","2","09:16:30","2","09:21:30","walk"
"1470077","2","20:40:52","2","20:47:47","walk"
"1470078","2","20:47:52","2","20:54:32","bus"
"1470079","2","20:54:37","2","21:10:17","walk"
"1470080","3","09:15:03","3","09:18:13","walk"
"1470081","3","09:18:18","3","09:27:58","bus"
"1470082","3","09:28:03","3","09:30:53","walk"
"1470083","3","18:46:09","3","18:51:19","walk"
"1470084","3","18:51:24","3","19:01:24","bus"
"1470085","3","19:01:29","3","19:09:44","walk"
"1470086","4","09:27:03","4","09:35:49","walk"
"1470087","4","09:35:54","4","09:45:44","bus"
"1470088","4","09:45:49","4","09:52:02","walk"
"1470089","4","19:34:56","4","19:41:46","bus"
"1470090","4","19:41:51","4","19:49:56","walk"
"1470091","5","09:01:15","5","09:11:10","walk"
"1470092","5","09:11:15","5","09:21:25","bus"
"1470093","5","09:21:30","5","09:24:45","walk"
"1470094","6","18:08:07","6","18:21:18","bus"
"1470095","6","18:21:23","6","18:27:52","walk"
"1470096","6","21:25:34","6","21:35:07","walk"
"1470097","6","21:35:12","6","21:47:39","bus"
"1470098","6","21:47:44","6","21:53:34","walk"
"1470099","7","18:58:36","7","19:04:21","bus"
"1470100","7","19:04:26","7","19:08:06","walk"
"1470101","7","22:04:44","7","22:18:54","walk"
"1470102","7","22:18:59","7","22:30:19","bus"
"1470103","7","22:30:24","7","22:33:14","walk"
"1470104","1","09:13:37","1","09:19:27","walk"
"1470105","1","09:19:32","1","09:29:12","bus"
"1470106","1","09:29:17","1","09:32:27","walk"
"1470107","1","21:15:02","1","21:22:12","walk"
"1470108","1","21:22:17","1","21:30:42","bus"
"1470109","1","21:30:42","1","21:33:17","walk"
"1470110","1","21:33:22","1","21:37:42","taxi"
"1470111","2","08:41:08","2","08:50:38","walk"
"1470112","2","08:50:43","2","09:01:33","bus"
"1470113","2","09:01:38","2","09:05:43","walk"
"1470114","2","20:06:28","2","20:18:53","walk"
"1470115","2","20:18:58","2","20:25:08","bus"
"1470116","2","20:25:13","2","20:34:53","walk"
"1470117","3","09:09:03","3","09:17:39","walk"
"1470118","3","09:17:44","3","09:24:49","bus"
"1470119","3","09:24:54","3","09:30:09","walk"
"1470120","4","20:50:33","4","21:05:34","walk"
"1470121","4","21:05:39","4","21:10:54","bus"
"1470122","4","21:10:59","4","21:27:24","walk"
"1470123","5","09:14:22","5","09:25:27","walk"
"1470124","5","09:25:32","5","09:35:17","bus"
"1470125","5","09:35:22","5","09:38:47","walk"
"1470126","2","17:45:54","2","17:56:49","walk"
"1470127","2","17:56:54","2","18:14:09","bus"
"1470128","2","18:14:14","2","19:03:24","walk"
"1470129","3","18:26:07","3","18:30:32","walk"
"1470130","3","18:30:37","3","18:44:52","bus"
"1470131","3","18:44:57","3","19:50:42","walk"
"1470132","5","08:08:16","5","08:10:41","walk"
"1470133","5","08:10:46","5","08:26:11","bus"
"1470134","5","08:26:16","5","08:30:36","walk"
"1470135","2","08:21:08","2","08:26:48","walk"
"1470136","2","08:26:53","2","08:44:53","bus"
"1470137","2","08:44:58","2","08:52:28","walk"
"1470138","3","20:35:29","3","20:41:34","walk"
"1470139","3","20:41:39","3","20:50:59","bus"
"1470140","3","20:51:04","3","21:12:49","walk"
"1470141","4","21:31:07","4","21:37:42","walk"
"1470142","4","21:37:47","4","21:49:57","bus"
"1470143","4","21:50:02","4","21:59:17","walk"
"1470144","5","08:19:58","5","08:32:58","walk"
"1470145","5","08:33:03","5","08:48:48","bus"
"1470146","5","08:48:53","5","08:55:28","walk"
"1470147","5","22:08:58","5","22:26:33","bike"
"1470148","1","08:07:29","1","08:16:14","walk"
"1470149","1","08:16:19","1","08:35:44","bus"
"1470150","1","08:35:49","1","08:45:04","walk"
"1470151","3","18:20:53","3","18:32:38","walk"
"1470152","3","18:32:43","3","18:46:18","bus"
"1470153","3","18:46:23","3","18:53:33","walk"
"1470154","5","08:38:07","5","08:53:52","walk"
"1470155","5","08:53:57","5","09:17:17","bus"
"1470156","5","09:17:22","5","09:26:17","walk"
"1470157","5","20:17:43","5","20:27:58","bus"
"1470158","5","20:28:03","5","20:43:33","walk"
"1470159","2","08:22:56","2","08:34:21","walk"
"1470160","2","08:34:26","2","09:13:11","bus"
"1470161","2","09:13:16","2","09:19:01","walk"
"1470162","2","20:10:58","2","20:16:49","walk"
"1470163","2","20:16:54","2","20:32:29","bus"
"1470164","2","20:32:34","2","20:52:54","walk"
"1470165","3","08:08:04","3","08:42:24","walk"
"1470166","3","08:42:29","3","09:06:14","bus"
"1470167","3","09:06:19","3","09:15:04","walk"
"1470168","3","21:29:58","3","21:43:18","bus"
"1470169","3","21:43:23","3","21:57:43","walk"
"1470170","1","08:05:37","1","08:15:27","walk"
"1470171","1","08:15:32","1","08:39:22","bus"
"1470172","1","08:39:27","1","08:45:27","walk"
"1470173","1","20:33:36","1","20:41:36","walk"
"1470174","1","20:41:41","1","20:57:51","bus"
"1470175","1","20:57:56","1","21:06:56","walk"
"1470176","2","08:17:28","2","08:28:53","walk"
"1470177","2","08:28:58","2","08:51:25","bus"
"1470178","2","08:51:30","2","08:57:55","walk"
"1470179","2","21:02:20","2","21:15:35","bus"
"1470180","2","21:15:40","2","21:20:55","walk"
"1470181","3","08:00:33","3","08:09:48","walk"
"1470182","3","08:09:53","3","08:27:43","bus"
"1470183","3","08:27:48","3","08:33:43","walk"
"1470184","3","21:02:08","3","21:03:58","walk"
"1470185","3","21:04:03","3","21:18:43","bus"
"1470186","3","21:18:48","3","21:26:13","walk"
"1470187","4","08:21:00","4","08:45:55","bus"
"1470188","4","08:45:56","4","08:51:35","walk"
"1470189","4","20:37:32","4","20:41:27","walk"
"1470190","4","20:41:32","4","20:54:52","bus"
"1470191","4","20:54:57","4","21:02:37","walk"
"1470192","5","07:56:30","5","08:06:40","walk"
"1470193","5","08:06:45","5","08:29:45","bus"
"1470194","5","08:29:50","5","08:36:15","walk"
"1470195","7","08:21:53","7","08:31:03","walk"
"1470196","7","08:31:08","7","08:51:28","bus"
"1470197","7","08:51:33","7","08:58:08","walk"
"1470198","1","20:33:30","1","20:47:00","walk"
"1470199","1","20:47:05","1","21:01:40","bus"
"1470200","1","21:01:45","1","21:09:50","walk"
"1470201","2","21:10:41","2","21:19:31","walk"
"1470202","2","21:19:36","2","21:32:33","bus"
"1470203","3","20:00:25","3","20:07:45","walk"
"1470204","3","20:07:50","3","20:21:55","bus"
"1470205","4","07:44:58","4","08:00:43","walk"
"1470206","4","08:00:48","4","08:17:48","bus"
"1470207","4","08:17:53","4","08:23:33","walk"
"1530001","3","05:00:00","3","14:16:53","taxi"
"1530002","3","14:16:55","3","15:52:19","walk"
"1530003","3","16:45:53","3","17:30:00","taxi"
"1530004","3","19:32:00","3","21:13:38","walk"
"1530005","4","05:59:00","4","20:43:00","walk"
"1530006","4","12:32:14","4","13:55:07","walk"
"1530007","4","12:36:43","4","12:51:20","taxi"
"1530008","4","17:33:47","4","17:36:23","taxi"
"1530009","5","10:42:19","5","11:55:29","walk"
"1530010","5","12:10:00","5","12:20:01","boat"
"1530011","5","12:22:17","5","12:56:52","walk"
"1530012","5","12:57:34","5","13:05:57","boat"
"1530013","5","13:06:51","5","13:44:42","walk"
"1530014","5","13:52:07","5","14:22:53","boat"
"1530015","5","14:23:16","5","16:08:52","walk"
"1530016","5","16:13:51","5","16:28:33","taxi"
"1530017","5","16:29:39","5","17:00:59","walk"
"1530018","6","11:02:31","6","11:12:31","taxi"
"1530019","6","12:18:42","6","13:00:00","train"
"1530020","7","05:59:25","7","06:03:19","walk"
"1530021","7","06:05:47","7","08:23:37","taxi"
"1530022","4","08:13:35","4","08:38:12","walk"
"1530023","4","08:38:14","4","08:41:22","taxi"
"1530024","4","08:41:24","4","09:40:27","walk"
"1530025","4","09:40:29","4","09:45:24","bus"
"1530026","4","09:45:26","4","10:26:14","walk"
"1530027","4","10:26:16","4","11:01:52","taxi"
"1530028","4","11:01:54","4","11:31:36","walk"
"1530029","4","11:31:38","4","18:09:13","train"
"1530030","4","18:09:15","4","18:12:29","walk"
"1530031","4","18:12:31","4","18:22:14","taxi"
"1530032","4","18:22:16","4","18:24:25","walk"
"1530033","5","09:23:35","5","10:19:28","walk"
"1530034","5","10:19:30","5","10:21:45","taxi"
"1530035","5","10:21:47","5","14:44:01","walk"
"1530036","5","14:44:03","5","14:47:54","taxi"
"1530037","5","14:47:56","5","19:08:08","walk"
"1530038","5","19:08:10","5","19:13:16","taxi"
"1530039","5","19:13:18","5","20:28:01","walk"
"1530040","5","20:28:03","5","20:34:09","taxi"
"1530041","5","20:34:11","5","20:35:31","walk"
"1530042","7","07:40:53","7","07:45:31","walk"
"1530043","7","07:45:33","7","07:53:33","taxi"
"1530044","7","07:53:35","7","09:21:16","walk"
"1530045","1","14:40:56","1","14:57:59","walk"
"1530046","1","14:50:01","1","15:06:37","taxi"
"1530047","1","15:06:39","1","20:38:55","walk"
"1530048","2","09:01:48","2","09:17:08","bike"
"1530049","2","09:17:10","2","09:39:47","walk"
"1530050","5","07:48:01","5","07:48:49","walk"
"1530051","5","07:48:51","5","07:57:13","taxi"
"1530052","5","07:57:15","5","08:40:54","walk"
"1530053","5","08:40:56","5","15:07:50","train"
"1530054","5","15:16:46","5","16:06:00","taxi"
"1530055","5","16:06:21","5","16:10:17","walk"
"1530056","6","13:00:35","6","14:19:22","walk"
"1530057","6","14:19:24","6","14:32:18","taxi"
"1530058","6","14:32:20","6","16:00:37","walk"
"1530059","6","16:00:39","6","16:06:03","taxi"
"1530060","6","16:06:05","6","18:08:19","walk"
"1530061","6","18:08:21","6","18:33:37","car"
"1530062","6","21:28:11","6","21:29:29","walk"
"1530063","6","21:29:31","6","21:41:48","taxi"
"1530064","6","21:41:50","6","21:44:47","walk"
"1530065","7","15:42:40","7","17:34:08","walk"
"1530066","1","07:55:20","1","15:53:16","taxi"
"1530067","1","15:53:18","1","15:54:34","walk"
"1530068","2","07:47:07","2","07:55:28","bus"
"1530069","2","07:55:30","2","08:00:02","walk"
"1530070","2","08:00:04","2","08:19:55","taxi"
"1530071","2","08:19:57","2","11:51:39","walk"
"1530072","2","21:24:42","2","21:30:29","taxi"
"1530073","2","21:30:31","2","21:32:48","walk"
"1530074","3","07:43:34","3","07:46:21","walk"
"1530075","3","07:46:23","3","07:59:33","taxi"
"1530076","3","07:59:35","3","08:01:30","walk"
"1530077","3","21:21:31","3","21:28:21","taxi"
"1530078","3","21:28:23","3","21:31:13","walk"
"1530079","4","08:01:37","4","08:18:21","taxi"
"1530080","4","11:30:33","4","12:03:16","walk"
"1530081","4","20:27:37","4","20:34:15","taxi"
"1530082","4","20:34:17","4","20:38:04","walk"
"1530083","5","07:52:13","5","07:58:09","walk"
"1530084","5","07:58:11","5","08:08:31","taxi"
"1530085","5","20:30:45","5","21:08:31","taxi"
"1530086","5","21:08:33","5","21:12:23","walk"
"1530087","6","11:50:36","6","15:51:44","walk"
"1530088","6","15:51:46","6","16:17:56","taxi"
"1530089","6","17:55:39","6","18:06:30","taxi"
"1530090","6","18:06:32","6","18:13:05","walk"
"1530091","6","20:57:10","6","21:03:44","walk"
"1530092","6","21:03:46","6","21:27:56","taxi"
"1530093","6","21:27:58","6","21:30:44","walk"
"1530094","1","07:20:38","1","07:31:46","bus"
"1530095","1","07:31:48","1","18:38:20","walk"
"1530096","1","18:38:22","1","18:45:20","bus"
"1530097","1","18:45:22","1","18:49:08","walk"
"1530098","2","07:32:54","2","17:32:15","walk"
"1530099","2","17:32:17","2","17:45:09","bus"
"1530100","2","17:45:11","2","17:48:57","walk"
"1530101","3","07:18:50","3","07:24:50","walk"
"1530102","3","07:24:52","3","07:35:39","bus"
"1530103","3","07:35:41","3","17:18:55","walk"
"1530104","3","17:18:57","3","17:31:58","bus"
"1530105","3","17:32:00","3","17:36:16","walk"
"1530106","4","19:20:36","4","20:03:53","walk"
"1530107","4","20:03:55","4","20:53:20","bus"
"1530108","4","20:53:22","4","20:57:20","walk"
"1530109","5","07:36:17","5","07:47:22","bus"
"1530110","5","07:47:24","5","21:53:20","walk"
"1530111","6","09:25:47","6","10:01:03","taxi"
"1530112","6","13:16:38","6","13:49:46","walk"
"1530113","6","13:52:32","6","13:58:25","bus"
"1530114","6","13:58:31","6","14:28:40","walk"
"1530115","6","14:28:58","6","15:02:31","taxi"
"1530116","6","15:06:38","6","15:07:04","walk"
"1530117","1","07:35:15","1","17:58:40","walk"
"1530118","1","18:10:04","1","18:15:35","walk"
"1530119","2","07:17:18","2","07:20:47","walk"
"1530120","2","07:20:49","2","07:32:27","bus"
"1530121","2","07:32:29","2","18:33:05","walk"
"1530122","2","18:33:07","2","18:42:04","bus"
"1530123","2","18:42:06","2","18:45:21","walk"
"1530124","3","07:22:14","3","18:18:00","walk"
"1530125","3","18:18:02","3","18:26:44","bus"
"1530126","3","18:26:46","3","18:33:00","walk"
"1530127","4","20:01:16","4","20:08:41","walk"
"1530128","4","20:08:43","4","20:16:54","bus"
"1530129","4","20:16:56","4","20:20:28","walk"
"1530130","5","09:37:55","5","09:47:38","bus"
"1530131","5","09:47:40","5","09:50:16","walk"
"1530132","5","13:51:45","5","14:41:18","car"
"1530133","5","14:44:00","5","19:02:35","walk"
"1530134","5","19:07:52","5","19:48:37","car"
"1530135","5","19:49:03","5","19:49:48","walk"
"1530136","5","21:46:45","5","22:08:06","taxi"
"1530137","5","22:10:08","5","22:11:58","walk"
"1530138","7","11:35:21","7","12:46:45","walk"
"1530139","7","12:48:14","7","13:03:12","taxi"
"1530140","7","13:04:40","7","15:24:42","walk"
"1530141","7","15:29:10","7","15:58:23","bus"
"1530142","7","15:58:34","7","17:41:25","walk"
"1530143","1","07:16:09","1","07:19:00","walk"
"1530144","1","07:19:02","1","07:29:09","bus"
"1530145","1","07:29:11","1","17:20:24","walk"
"1530146","1","17:20:26","1","17:28:55","bus"
"1530147","1","17:28:57","1","17:35:33","walk"
"1530148","2","07:17:47","2","07:19:46","walk"
"1530149","2","07:29:59","2","20:24:33","walk"
"1530150","2","20:24:35","2","20:31:59","bus"
"1530151","2","20:32:01","2","20:38:05","walk"
"1530152","3","07:19:15","3","07:23:15","walk"
"1530153","3","07:23:17","3","07:31:50","bus"
"1530154","3","07:31:52","3","16:58:06","walk"
